light_count,light_layout,shadows,visibility,effective_visibility,lighting_path,requested_lighting,build_configuration,run_index,frame,device,driver,commit,width,height,validation_enabled,validation_errors,submitted_local_lights,omitted_local_lights,requested_local_shadow_faces,rendered_local_shadow_faces,dropped_shadow_faces,shadow_atlas_full_drops,shadow_tiles,draw_calls,gpu_bytes,gpu_main_raster_ms,gpu_post_raster_ms,gpu_post_visible,visibility_counters_valid,gpu_sun_shadow_ms,gpu_local_shadow_ms,gpu_shadow_ms,gpu_light_tiles_ms,gpu_build_plus_raster_ms,light_tile_count,light_tile_counts_valid,light_tile_candidate_count,light_tile_overflow_count,gpu_ms,cpu_ms,readback_cpu_ms,source_csv,acquisition_index
32,dense,off,direct,direct,tiled,tiled,Release,1,1,NVIDIA GeForce RTX 2080 Ti,NVIDIA GeForce RTX 2080 Ti 595.84,4a3453e2b1868555d833f578d43f48b8bc47d41a,1920,1080,0,0,32,0,0,0,0,0,0,10,61734192,0.556256,0.000000,0,0,0.000000,0.000000,0.000000,0.061920,0.618176,8160,0,0,0,2.036608,3.560025,0.941486,shadows-off_direct_lights-032_run-1.csv,1
32,dense,off,direct,direct,tiled,tiled,Release,1,2,NVIDIA GeForce RTX 2080 Ti,NVIDIA GeForce RTX 2080 Ti 595.84,4a3453e2b1868555d833f578d43f48b8bc47d41a,1920,1080,0,0,32,0,0,0,0,0,0,10,61734192,0.554688,0.000000,0,0,0.000000,0.000000,0.000000,0.062048,0.616736,8160,0,0,0,1.849056,3.289795,1.052285,shadows-off_direct_lights-032_run-1.csv,1
32,dense,off,direct,direct,tiled,tiled,Release,1,3,NVIDIA GeForce RTX 2080 Ti,NVIDIA GeForce RTX 2080 Ti 595.84,4a3453e2b1868555d833f578d43f48b8bc47d41a,1920,1080,0,0,32,0,0,0,0,0,0,10,61734192,0.553280,0.000000,0,0,0.000000,0.000000,0.000000,0.062016,0.615296,8160,0,0,0,2.041600,3.547802,0.941346,shadows-off_direct_lights-032_run-1.csv,1
32,dense,off,direct,direct,tiled,tiled,Release,1,4,NVIDIA GeForce RTX 2080 Ti,NVIDIA GeForce RTX 2080 Ti 595.84,4a3453e2b1868555d833f578d43f48b8bc47d41a,1920,1080,0,0,32,0,0,0,0,0,0,10,61734192,0.553888,0.000000,0,0,0.000000,0.000000,0.000000,0.062528,0.616416,8160,0,0,0,1.848800,3.224022,1.003172,shadows-off_direct_lights-032_run-1.csv,1
32,dense,off,direct,direct,tiled,tiled,Release,1,5,NVIDIA GeForce RTX 2080 Ti,NVIDIA GeForce RTX 2080 Ti 595.84,4a3453e2b1868555d833f578d43f48b8bc47d41a,1920,1080,0,0,32,0,0,0,0,0,0,10,61734192,0.551744,0.000000,0,0,0.000000,0.000000,0.000000,0.062656,0.614400,8160,0,0,0,2.032064,3.747869,0.992893,shadows-off_direct_lights-032_run-1.csv,1
32,dense,off,direct,direct,tiled,tiled,Release,1,6,NVIDIA GeForce RTX 2080 Ti,NVIDIA GeForce RTX 2080 Ti 595.84,4a3453e2b1868555d833f578d43f48b8bc47d41a,1920,1080,0,0,32,0,0,0,0,0,0,10,61734192,0.552512,0.000000,0,0,0.000000,0.000000,0.000000,0.061952,0.614464,8160,0,0,0,1.978112,3.689189,0.957205,shadows-off_direct_lights-032_run-1.csv,1
32,dense,off,direct,direct,tiled,tiled,Release,1,7,NVIDIA GeForce RTX 2080 Ti,NVIDIA GeForce RTX 2080 Ti 595.84,4a3453e2b1868555d833f578d43f48b8bc47d41a,1920,1080,0,0,32,0,0,0,0,0,0,10,61734192,0.553216,0.000000,0,0,0.000000,0.000000,0.000000,0.062080,0.615296,8160,0,0,0,2.232960,3.653512,0.941105,shadows-off_direct_lights-032_run-1.csv,1
32,dense,off,direct,direct,tiled,tiled,Release,1,8,NVIDIA GeForce RTX 2080 Ti,NVIDIA GeForce RTX 2080 Ti 595.84,4a3453e2b1868555d833f578d43f48b8bc47d41a,1920,1080,0,0,32,0,0,0,0,0,0,10,61734192,0.554464,0.000000,0,0,0.000000,0.000000,0.000000,0.061984,0.616448,8160,0,0,0,2.180960,3.630548,0.940965,shadows-off_direct_lights-032_run-1.csv,1
32,dense,off,direct,direct,tiled,tiled,Release,1,9,NVIDIA GeForce RTX 2080 Ti,NVIDIA GeForce RTX 2080 Ti 595.84,4a3453e2b1868555d833f578d43f48b8bc47d41a,1920,1080,0,0,32,0,0,0,0,0,0,10,61734192,0.552512,0.000000,0,0,0.000000,0.000000,0.000000,0.062048,0.614560,8160,0,0,0,2.253376,3.593248,0.829365,shadows-off_direct_lights-032_run-1.csv,1
32,dense,off,direct,direct,tiled,tiled,Release,1,10,NVIDIA GeForce RTX 2080 Ti,NVIDIA GeForce RTX 2080 Ti 595.84,4a3453e2b1868555d833f578d43f48b8bc47d41a,1920,1080,0,0,32,0,0,0,0,0,0,10,61734192,0.553984,0.000000,0,0,0.000000,0.000000,0.000000,0.062464,0.616448,8160,0,0,0,2.066720,3.610240,0.913013,shadows-off_direct_lights-032_run-1.csv,1
32,dense,off,direct,direct,tiled,tiled,Release,1,11,NVIDIA GeForce RTX 2080 Ti,NVIDIA GeForce RTX 2080 Ti 595.84,4a3453e2b1868555d833f578d43f48b8bc47d41a,1920,1080,0,0,32,0,0,0,0,0,0,10,61734192,0.553184,0.000000,0,0,0.000000,0.000000,0.000000,0.062048,0.615232,8160,0,0,0,2.273376,3.659012,0.888036,shadows-off_direct_lights-032_run-1.csv,1
32,dense,off,direct,direct,tiled,tiled,Release,1,12,NVIDIA GeForce RTX 2080 Ti,NVIDIA GeForce RTX 2080 Ti 595.84,4a3453e2b1868555d833f578d43f48b8bc47d41a,1920,1080,0,0,32,0,0,0,0,0,0,10,61734192,0.552960,0.000000,0,0,0.000000,0.000000,0.000000,0.061856,0.614816,8160,0,0,0,2.072256,3.624978,1.016988,shadows-off_direct_lights-032_run-1.csv,1
32,dense,off,direct,direct,tiled,tiled,Release,1,13,NVIDIA GeForce RTX 2080 Ti,NVIDIA GeForce RTX 2080 Ti 595.84,4a3453e2b1868555d833f578d43f48b8bc47d41a,1920,1080,0,0,32,0,0,0,0,0,0,10,61734192,0.555008,0.000000,0,0,0.000000,0.000000,0.000000,0.061440,0.616448,8160,0,0,0,2.276416,3.784128,0.991280,shadows-off_direct_lights-032_run-1.csv,1
32,dense,off,direct,direct,tiled,tiled,Release,1,14,NVIDIA GeForce RTX 2080 Ti,NVIDIA GeForce RTX 2080 Ti 595.84,4a3453e2b1868555d833f578d43f48b8bc47d41a,1920,1080,0,0,32,0,0,0,0,0,0,10,61734192,0.553376,0.000000,0,0,0.000000,0.000000,0.000000,0.062048,0.615424,8160,0,0,0,2.617536,4.265015,1.129821,shadows-off_direct_lights-032_run-1.csv,1
32,dense,off,direct,direct,tiled,tiled,Release,1,15,NVIDIA GeForce RTX 2080 Ti,NVIDIA GeForce RTX 2080 Ti 595.84,4a3453e2b1868555d833f578d43f48b8bc47d41a,1920,1080,0,0,32,0,0,0,0,0,0,10,61734192,0.552960,0.000000,0,0,0.000000,0.000000,0.000000,0.062208,0.615168,8160,0,0,0,1.851776,3.308050,0.970030,shadows-off_direct_lights-032_run-1.csv,1
